Unix;Date;Symbol;Open;High;Low;Close;Volume 1INCH;Volume BUSD;tradecount
1,69E+12;10.08.2023;1INCHBUSD;0.3063;0.3091;0.3049;0.307;108554.0;33233.36265;269
1,69E+12;09.08.2023;1INCHBUSD;0.3066;0.3086;0.3023;0.3064;145936.2;44564.65524;395
1,69E+12;08.08.2023;1INCHBUSD;0.3042;0.3088;0.3009;0.3066;163822.7;49934.66297;823
1,69E+12;07.08.2023;1INCHBUSD;0.305;0.3093;0.2933;0.3045;715618.6;216860.79139;1804
1,69E+12;06.08.2023;1INCHBUSD;0.3051;0.3106;0.3028;0.3045;674088.1;206606.50724;1289
1,69E+12;05.08.2023;1INCHBUSD;0.3042;0.3055;0.3011;0.3052;122215.7;36982.15956;320
1,69E+12;04.08.2023;1INCHBUSD;0.311;0.3145;0.3;0.3053;240115.2;73550.53174;564
1,69E+12;03.08.2023;1INCHBUSD;0.3149;0.3208;0.309;0.3119;234767.5;73632.31072;576
1,69E+12;02.08.2023;1INCHBUSD;0.3208;0.3214;0.3092;0.3149;313879.2;98842.09277;821
1,69E+12;01.08.2023;1INCHBUSD;0.314;0.3207;0.3004;0.3207;659007.5;206327.23962;1575
1,69E+12;31.07.2023;1INCHBUSD;0.3118;0.3186;0.3075;0.3143;496249.7;155824.23619;972
1,69E+12;30.07.2023;1INCHBUSD;0.3155;0.3233;0.3024;0.3123;783809.2;247631.03128;2105
1,69E+12;29.07.2023;1INCHBUSD;0.3096;0.3162;0.3085;0.316;475974.0;148511.09771;788
1,69E+12;28.07.2023;1INCHBUSD;0.305;0.3112;0.3022;0.3096;470851.9;144884.5139;531
1,69E+12;27.07.2023;1INCHBUSD;0.304;0.313;0.3014;0.3041;737173.0;226353.84275;2016
1,69E+12;26.07.2023;1INCHBUSD;0.3026;0.3091;0.2975;0.304;927749.3;281119.28999;2372
1,69E+12;25.07.2023;1INCHBUSD;0.3043;0.3071;0.301;0.3027;2105791.1;640019.12434;2624
1,69E+12;24.07.2023;1INCHBUSD;0.3271;0.3281;0.278;0.3043;5189115.4;1603997.04242;4236
1,69E+12;23.07.2023;1INCHBUSD;0.3281;0.3314;0.3239;0.3272;3850788.0;1261323.80412;2941
1,69E+12;22.07.2023;1INCHBUSD;0.3362;0.3379;0.3253;0.3279;4440246.9;1480357.96315;3947
1,69E+12;21.07.2023;1INCHBUSD;0.3288;0.3458;0.3232;0.3353;5237407.4;1748230.99108;6490
1,69E+12;20.07.2023;1INCHBUSD;0.3362;0.3429;0.3173;0.3288;7971872.1;2638743.43256;10324
1,69E+12;19.07.2023;1INCHBUSD;0.3597;0.368;0.3333;0.336;4166178.1;1436428.94632;8572
1,69E+12;18.07.2023;1INCHBUSD;0.4043;0.4044;0.3511;0.3598;4034391.5;1507971.46845;7728
1,69E+12;17.07.2023;1INCHBUSD;0.4323;0.5924;0.3913;0.4035;20545126.5;10105735.46898;57373
1,69E+12;16.07.2023;1INCHBUSD;0.371;0.4495;0.3623;0.4326;8336636.5;3444396.56666;21661
1,69E+12;15.07.2023;1INCHBUSD;0.3354;0.4385;0.33;0.3707;3081580.4;1129484.65719;8123
1,69E+12;14.07.2023;1INCHBUSD;0.3494;0.359;0.3244;0.3353;648983.3;220857.15823;2570
1,69E+12;13.07.2023;1INCHBUSD;0.3256;0.3526;0.3138;0.3494;771098.0;255344.41354;1958
1,69E+12;12.07.2023;1INCHBUSD;0.3144;0.363;0.3142;0.3249;2797240.9;928857.37549;6043
1,69E+12;11.07.2023;1INCHBUSD;0.3055;0.3144;0.3022;0.3144;207371.7;63769.79006;578
1,69E+12;10.07.2023;1INCHBUSD;0.3038;0.3118;0.2955;0.3043;259279.3;78273.4915;611
1,69E+12;09.07.2023;1INCHBUSD;0.3066;0.31;0.3018;0.3028;187138.5;57057.14875;488
1,69E+12;08.07.2023;1INCHBUSD;0.3082;0.3111;0.2999;0.3065;111612.7;34131.57741;398
1,69E+12;07.07.2023;1INCHBUSD;0.301;0.3091;0.298;0.3086;148997.0;45299.27213;553
1,69E+12;06.07.2023;1INCHBUSD;0.3143;0.3274;0.3016;0.3016;365202.4;114726.61046;1482
1,69E+12;05.07.2023;1INCHBUSD;0.3275;0.3303;0.3094;0.3149;271242.3;86512.53594;1185
1,69E+12;04.07.2023;1INCHBUSD;0.3412;0.3412;0.3208;0.3277;325957.2;107383.0611;782
1,69E+12;03.07.2023;1INCHBUSD;0.324;0.3436;0.3209;0.3419;379474.1;127398.78201;909
1,69E+12;02.07.2023;1INCHBUSD;0.3323;0.3324;0.3168;0.3252;202766.9;65791.74393;543
1,69E+12;01.07.2023;1INCHBUSD;0.3178;0.3329;0.3112;0.3328;209369.8;67053.04592;603
1,69E+12;30.06.2023;1INCHBUSD;0.3083;0.326;0.295;0.3172;277303.2;86883.24338;926
1,69E+12;29.06.2023;1INCHBUSD;0.2986;0.3121;0.2979;0.309;294908.0;90626.92083;513
1,69E+12;28.06.2023;1INCHBUSD;0.3187;0.3187;0.2884;0.2997;268291.3;81403.61268;900
1,69E+12;27.06.2023;1INCHBUSD;0.32;0.3263;0.317;0.3185;223186.2;71606.31191;587
1,69E+12;26.06.2023;1INCHBUSD;0.328;0.333;0.3126;0.3197;261195.2;84563.82084;851
1,69E+12;25.06.2023;1INCHBUSD;0.3269;0.35;0.3226;0.3276;619877.9;208291.99351;2185
1,69E+12;24.06.2023;1INCHBUSD;0.3178;0.3317;0.3166;0.3266;272003.2;88239.02396;1009
1,69E+12;23.06.2023;1INCHBUSD;0.3051;0.3257;0.3046;0.317;182554.2;57188.74551;568
1,69E+12;22.06.2023;1INCHBUSD;0.3089;0.3163;0.2995;0.3041;313738.5;97321.75859;765
1,69E+12;21.06.2023;1INCHBUSD;0.2921;0.3131;0.291;0.309;347044.3;104929.10402;852
1,69E+12;20.06.2023;1INCHBUSD;0.277;0.2942;0.2738;0.2924;333454.0;94001.17443;556
1,69E+12;19.06.2023;1INCHBUSD;0.276;0.2782;0.2708;0.277;332484.1;91187.44968;642
1,69E+12;18.06.2023;1INCHBUSD;0.2767;0.2843;0.2731;0.2755;370442.7;103306.11196;865
1,69E+12;17.06.2023;1INCHBUSD;0.2748;0.2841;0.2717;0.2763;287327.9;79919.74654;628
1,69E+12;16.06.2023;1INCHBUSD;0.261;0.2792;0.259;0.2752;375392.9;101293.03148;818
1,69E+12;15.06.2023;1INCHBUSD;0.262;0.265;0.252;0.261;203475.4;52535.4155;618
1,69E+12;14.06.2023;1INCHBUSD;0.268;0.278;0.257;0.263;444420.6;119024.8041;977
1,69E+12;13.06.2023;1INCHBUSD;0.27;0.277;0.264;0.268;340503.4;91765.5438;680
1,69E+12;12.06.2023;1INCHBUSD;0.269;0.275;0.261;0.27;382501.3;102852.7581;576
1,69E+12;11.06.2023;1INCHBUSD;0.273;0.276;0.266;0.269;342587.7;92509.0853;605
1,69E+12;10.06.2023;1INCHBUSD;0.323;0.323;0.237;0.273;1314602.5;365937.6814;2853
1,69E+12;09.06.2023;1INCHBUSD;0.322;0.327;0.318;0.323;183440.5;59190.6587;374
1,69E+12;08.06.2023;1INCHBUSD;0.314;0.328;0.312;0.322;262112.8;84137.8648;638
1,69E+12;07.06.2023;1INCHBUSD;0.334;0.334;0.311;0.314;362276.9;117590.093;851
1,69E+12;06.06.2023;1INCHBUSD;0.327;0.337;0.315;0.335;561228.3;182747.4554;1018
1,69E+12;05.06.2023;1INCHBUSD;0.371;0.371;0.318;0.327;1523642.1;518558.0788;3446
1,69E+12;04.06.2023;1INCHBUSD;0.371;0.377;0.369;0.373;284355.8;106191.5134;464
1,69E+12;03.06.2023;1INCHBUSD;0.381;0.381;0.369;0.371;353345.3;132818.5335;688
1,69E+12;02.06.2023;1INCHBUSD;0.368;0.387;0.362;0.381;924213.0;344158.1023;1619
1,69E+12;01.06.2023;1INCHBUSD;0.38;0.381;0.368;0.369;287780.4;107254.7304;723
1,69E+12;31.05.2023;1INCHBUSD;0.394;0.397;0.375;0.381;464324.0;178150.7352;854
1,69E+12;30.05.2023;1INCHBUSD;0.393;0.4;0.391;0.394;253915.1;100207.751;550
1,69E+12;29.05.2023;1INCHBUSD;0.406;0.406;0.392;0.394;246872.0;98329.0966;538
1,69E+12;28.05.2023;1INCHBUSD;0.396;0.408;0.395;0.404;194871.4;78172.5533;624
1,69E+12;27.05.2023;1INCHBUSD;0.394;0.398;0.392;0.397;78186.3;30835.7773;272
1,69E+12;26.05.2023;1INCHBUSD;0.392;0.396;0.387;0.395;202488.8;79173.5042;575
1,68E+12;25.05.2023;1INCHBUSD;0.39;0.396;0.382;0.393;197742.7;77153.9202;596
1,68E+12;24.05.2023;1INCHBUSD;0.401;0.401;0.383;0.389;286502.7;111942.6763;880
1,68E+12;23.05.2023;1INCHBUSD;0.397;0.404;0.396;0.401;141487.0;56670.986;384
1,68E+12;22.05.2023;1INCHBUSD;0.396;0.399;0.389;0.398;191383.8;75536.1918;515
1,68E+12;21.05.2023;1INCHBUSD;0.403;0.404;0.393;0.396;112295.4;44683.4165;430
1,68E+12;20.05.2023;1INCHBUSD;0.401;0.404;0.398;0.403;133595.8;53472.4116;427
1,68E+12;19.05.2023;1INCHBUSD;0.401;0.404;0.398;0.401;261895.1;105029.311;655
1,68E+12;18.05.2023;1INCHBUSD;0.415;0.415;0.396;0.402;551061.4;223957.3244;1348
1,68E+12;17.05.2023;1INCHBUSD;0.415;0.42;0.405;0.416;442773.5;182725.2901;1364
1,68E+12;16.05.2023;1INCHBUSD;0.414;0.422;0.41;0.415;254268.2;105753.4046;894
1,68E+12;15.05.2023;1INCHBUSD;0.414;0.421;0.407;0.415;256399.6;106682.8292;1097
1,68E+12;14.05.2023;1INCHBUSD;0.41;0.417;0.405;0.414;213122.9;87688.5982;890
1,68E+12;13.05.2023;1INCHBUSD;0.415;0.416;0.408;0.41;241394.2;99243.9434;883
1,68E+12;12.05.2023;1INCHBUSD;0.409;0.415;0.397;0.414;525542.5;213388.3342;2233
1,68E+12;11.05.2023;1INCHBUSD;0.42;0.42;0.399;0.409;485491.0;198345.155;2239
1,68E+12;10.05.2023;1INCHBUSD;0.415;0.426;0.402;0.422;492802.6;205242.6542;2150
1,68E+12;09.05.2023;1INCHBUSD;0.407;0.419;0.405;0.416;528147.4;218184.8354;2060
1,68E+12;08.05.2023;1INCHBUSD;0.447;0.449;0.39;0.407;1001322.6;416663.252;4274
1,68E+12;07.05.2023;1INCHBUSD;0.447;0.456;0.443;0.447;300706.2;135254.6278;1494
1,68E+12;06.05.2023;1INCHBUSD;0.463;0.466;0.436;0.447;451971.6;204088.9925;1932
1,68E+12;05.05.2023;1INCHBUSD;0.452;0.466;0.447;0.464;488727.8;223466.1303;1765
1,68E+12;04.05.2023;1INCHBUSD;0.457;0.458;0.448;0.452;475055.7;215167.5411;1596
1,68E+12;03.05.2023;1INCHBUSD;0.458;0.459;0.439;0.456;508002.5;226694.6785;2566
1,68E+12;02.05.2023;1INCHBUSD;0.455;0.461;0.452;0.459;463857.4;211547.7475;2222
1,68E+12;01.05.2023;1INCHBUSD;0.471;0.474;0.447;0.455;986410.4;453868.9471;3178
1,68E+12;30.04.2023;1INCHBUSD;0.495;0.495;0.467;0.471;1016994.7;485644.1128;3822
1,68E+12;29.04.2023;1INCHBUSD;0.483;0.514;0.481;0.495;1104135.9;546378.7165;3641
1,68E+12;28.04.2023;1INCHBUSD;0.49;0.49;0.476;0.482;419984.1;203046.8569;1939
1,68E+12;27.04.2023;1INCHBUSD;0.479;0.495;0.475;0.489;659707.5;320030.937;3050
1,68E+12;26.04.2023;1INCHBUSD;0.494;0.51;0.455;0.48;741336.2;365311.0851;2854
1,68E+12;25.04.2023;1INCHBUSD;0.487;0.496;0.471;0.494;730045.8;349718.2966;2495
1,68E+12;24.04.2023;1INCHBUSD;0.494;0.5;0.48;0.487;632423.1;309832.1208;3053
1,68E+12;23.04.2023;1INCHBUSD;0.507;0.507;0.483;0.495;732632.7;365377.5162;2510
1,68E+12;22.04.2023;1INCHBUSD;0.493;0.508;0.488;0.508;538010.9;267470.1091;1564
1,68E+12;21.04.2023;1INCHBUSD;0.511;0.521;0.487;0.493;1056765.2;536118.335;3900
1,68E+12;20.04.2023;1INCHBUSD;0.511;0.518;0.492;0.511;953281.5;482645.3444;4253
1,68E+12;19.04.2023;1INCHBUSD;0.569;0.572;0.504;0.511;879848.1;464746.2707;4304
1,68E+12;18.04.2023;1INCHBUSD;0.557;0.579;0.549;0.57;647903.7;367265.1313;3049
1,68E+12;17.04.2023;1INCHBUSD;0.574;0.582;0.549;0.557;1135540.8;636286.2734;4760
1,68E+12;16.04.2023;1INCHBUSD;0.566;0.6;0.558;0.574;868415.1;495987.784;3562
1,68E+12;15.04.2023;1INCHBUSD;0.565;0.571;0.552;0.566;802711.9;450454.9246;3210
1,68E+12;14.04.2023;1INCHBUSD;0.55;0.567;0.545;0.565;1017572.4;568833.3089;4027
1,68E+12;13.04.2023;1INCHBUSD;0.537;0.55;0.533;0.55;837394.6;453051.4612;3598
1,68E+12;12.04.2023;1INCHBUSD;0.545;0.545;0.523;0.536;1340068.7;711622.6979;5745
1,68E+12;11.04.2023;1INCHBUSD;0.548;0.551;0.54;0.545;1128538.0;614287.5345;3782
1,68E+12;10.04.2023;1INCHBUSD;0.533;0.548;0.52;0.548;1285921.2;684833.9869;4792
1,68E+12;09.04.2023;1INCHBUSD;0.53;0.538;0.518;0.533;632301.8;334084.3572;2809
1,68E+12;08.04.2023;1INCHBUSD;0.528;0.536;0.521;0.53;616394.6;327193.6232;2799
1,68E+12;07.04.2023;1INCHBUSD;0.538;0.538;0.52;0.528;937245.3;493386.3958;4007
1,68E+12;06.04.2023;1INCHBUSD;0.539;0.54;0.524;0.539;1124679.5;598355.1934;3892
1,68E+12;05.04.2023;1INCHBUSD;0.54;0.558;0.525;0.539;1909134.8;1031936.5738;7039
1,68E+12;04.04.2023;1INCHBUSD;0.516;0.544;0.509;0.541;1509749.6;794066.3392;5060
1,68E+12;03.04.2023;1INCHBUSD;0.52;0.525;0.497;0.515;1839761.5;946426.0165;7062
1,68E+12;02.04.2023;1INCHBUSD;0.54;0.541;0.512;0.521;1192926.8;625730.8068;3893
1,68E+12;01.04.2023;1INCHBUSD;0.562;0.562;0.533;0.54;1479201.5;807314.0698;4710
1,68E+12;31.03.2023;1INCHBUSD;0.567;0.567;0.537;0.562;2508270.4;1382246.5391;8268
1,68E+12;30.03.2023;1INCHBUSD;0.519;0.602;0.516;0.567;7887207.8;4474199.9816;25876
1,68E+12;29.03.2023;1INCHBUSD;0.497;0.519;0.496;0.518;1338075.4;683094.2759;5885
1,68E+12;28.03.2023;1INCHBUSD;0.489;0.505;0.485;0.496;1587386.4;784997.3452;4625
1,68E+12;27.03.2023;1INCHBUSD;0.514;0.517;0.483;0.489;1780048.8;889084.0505;4559
1,68E+12;26.03.2023;1INCHBUSD;0.5;0.516;0.496;0.513;1104586.3;561526.6918;2889
1,68E+12;25.03.2023;1INCHBUSD;0.506;0.51;0.494;0.5;1389036.1;698126.4855;3403
1,68E+12;24.03.2023;1INCHBUSD;0.522;0.523;0.499;0.507;1243042.2;635990.9843;3892
1,68E+12;23.03.2023;1INCHBUSD;0.508;0.531;0.503;0.521;1601667.7;823849.7184;5819
1,68E+12;22.03.2023;1INCHBUSD;0.537;0.537;0.494;0.508;1456585.5;760225.949;6061
1,68E+12;21.03.2023;1INCHBUSD;0.524;0.537;0.504;0.537;1813772.4;947899.6317;7423
1,68E+12;20.03.2023;1INCHBUSD;0.553;0.554;0.517;0.523;1519493.7;815631.5334;5969
1,68E+12;19.03.2023;1INCHBUSD;0.522;0.587;0.521;0.552;3562433.2;1976526.2281;10816
1,68E+12;18.03.2023;1INCHBUSD;0.528;0.544;0.514;0.521;1864716.3;993543.4515;5834
1,68E+12;17.03.2023;1INCHBUSD;0.494;0.53;0.488;0.529;1650821.0;837265.1598;5300
1,68E+12;16.03.2023;1INCHBUSD;0.491;0.509;0.485;0.495;2838199.6;1403650.8094;8053
1,68E+12;15.03.2023;1INCHBUSD;0.528;0.538;0.483;0.49;2123762.3;1084839.5171;6935
1,68E+12;14.03.2023;1INCHBUSD;0.502;0.54;0.491;0.528;1408125.8;726076.2807;4364
1,68E+12;13.03.2023;1INCHBUSD;0.477;0.514;0.464;0.501;1151852.4;559388.2144;3436
1,68E+12;12.03.2023;1INCHBUSD;0.441;0.477;0.431;0.475;522615.6;232316.6103;2726
1,68E+12;11.03.2023;1INCHBUSD;0.448;0.459;0.425;0.442;941245.1;413639.3713;4602
1,68E+12;10.03.2023;1INCHBUSD;0.439;0.45;0.411;0.448;1468058.4;634740.2278;3453
1,68E+12;09.03.2023;1INCHBUSD;0.473;0.485;0.431;0.439;1079932.6;499951.9081;3525
1,68E+12;08.03.2023;1INCHBUSD;0.509;0.51;0.466;0.473;611072.0;298405.978;2315
1,68E+12;07.03.2023;1INCHBUSD;0.526;0.527;0.494;0.508;567813.8;289606.5704;1921
1,68E+12;06.03.2023;1INCHBUSD;0.513;0.531;0.513;0.525;812144.0;425132.1752;2582
1,68E+12;05.03.2023;1INCHBUSD;0.517;0.529;0.51;0.513;346257.6;180059.2388;1648
1,68E+12;04.03.2023;1INCHBUSD;0.528;0.532;0.5;0.517;401921.6;206924.5426;1654
